CODGEO;LIBGEO;REG;DEP;P16_POP;P11_POP;SUPERF;NAIS1116;DECE1116;P16_MEN;NAISD18;DECESD18;P16_LOG;P16_RP;P16_RSECOCC;P16_LOGVAC;P16_RP_PROP;NBMENFISC16;PIMP16;MED16;TP6016;P16_EMPLT;P16_EMPLT_SAL;P11_EMPLT;P16_POP1564;P16_CHOM1564;P16_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
77085;Chanteloup-en-Brie;11;77;3811.0;2403.0;3.18;302.0;127.0;1278.0;56.0;36.0;1344.94712991;1278.0;11.1578549849;55.7892749245;823.538885177;1295.0;69.0;25700.6666667;7.0;1379.96319933;1236.5137592;941.785513831;2338.76936654;163.225409263;1918.96451802;337.0;0.0;15.0;38.0;251.0;69.0;33.0;72.0;34.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.7275448936, 48.8597568321], [2.7269348784, 48.8601628353], [2.7265284146, 48.860478469], [2.726123958, 48.8609299035], [2.7259223594, 48.8614240694], [2.7253350723, 48.8647520096], [2.7272589562, 48.8669921157], [2.7293168723, 48.8689177286], [2.7296581113, 48.8690965644], [2.7345085938, 48.8682656615], [2.7454961616, 48.8620878278], [2.7480834745, 48.8628775096], [2.7531090992, 48.8611441994], [2.7538320173, 48.857860462], [2.7527321075, 48.8549947421], [2.7524310119, 48.8529670355], [2.7523437779, 48.8506762635], [2.752340464, 48.8502265915], [2.744273075, 48.8477382572], [2.7427018382, 48.8472042819], [2.7417543921, 48.8478362704], [2.7367627725, 48.850570153], [2.7337792522, 48.8517335807], [2.7329977499, 48.8521239472], [2.732073731, 48.8526650767], [2.7318368463, 48.852883083], [2.7305404388, 48.8545394316], [2.7292902709, 48.8564611698], [2.7287553289, 48.8576407733], [2.7284954163, 48.8593938669], [2.7275448936, 48.8597568321]]]}";48.8580678994,2.73970101051
77086;La Chapelle-Gauthier;11;77;1462.0;1491.0;17.36;87.0;36.0;534.0;8.0;5.0;578.682758621;534.0;10.1551724138;34.5275862069;409.659171224;512.0;;23035.4166667;;131.564694364;81.5446841004;114.919177303;966.172986887;89.5186733792;788.158915861;96.0;4.0;6.0;19.0;50.0;12.0;17.0;14.0;3.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.8559289754, 48.546151373], [2.8566052825, 48.5460586362], [2.8655263442, 48.5446252636], [2.8715390618, 48.5434300967], [2.874443821, 48.5427873136], [2.8797606718, 48.5429880135], [2.8813778637, 48.5455425918], [2.8823683371, 48.549718427], [2.8823865006, 48.5500773681], [2.8823941688, 48.5508869766], [2.8825610593, 48.5538070975], [2.8840660726, 48.5552163753], [2.88495115, 48.5557290803], [2.8866448004, 48.5558116661], [2.887322148, 48.5558977672], [2.8878664087, 48.5561204709], [2.8905233462, 48.5575910145], [2.8906033813, 48.5588495596], [2.8910111909, 48.5588922128], [2.8984727836, 48.560205861], [2.9009154287, 48.5605983249], [2.9010498469, 48.5604635045], [2.9011152368, 48.5602827495], [2.9043600976, 48.555520482], [2.9128802467, 48.5525306148], [2.9130810833, 48.5523499513], [2.9132082873, 48.5516304002], [2.9132046692, 48.551360531], [2.913000293, 48.5512272474], [2.9070215812, 48.5493237605], [2.9029937558, 48.5462413559], [2.9024437637, 48.5454789791], [2.9019627953, 48.5447625338], [2.9015356015, 48.5428317228], [2.9036820225, 48.5410685394], [2.9051663087, 48.5405668766], [2.9078474269, 48.538126668], [2.9083833654, 48.5376296226], [2.9087148289, 48.537088339], [2.9085795262, 48.5369991781], [2.9040281886, 48.5354933156], [2.9037560899, 48.5354040385], [2.9008970599, 48.5351929903], [2.9000179596, 48.5351976517], [2.8962312951, 48.5355749241], [2.8892708539, 48.5365968505], [2.888525833, 48.5366006522], [2.8882551096, 48.536511341], [2.8855925504, 48.534411018], [2.8853884087, 48.5342327069], [2.8796466759, 48.5289096741], [2.8794956843, 48.5274270255], [2.8793370817, 48.5251356497], [2.8793314486, 48.5246408777], [2.8803249905, 48.5224793017], [2.8812941097, 48.5161139533], [2.8876629443, 48.5138504984], [2.8904339213, 48.5135004489], [2.8935543694, 48.5130588906], [2.8937562932, 48.5129682134], [2.8913002311, 48.5123056981], [2.8898042693, 48.5115927495], [2.8889851145, 48.5109676754], [2.8816887392, 48.5086415036], [2.873583924, 48.5066783549], [2.8698594366, 48.5062101467], [2.8695448475, 48.508593709], [2.8680357788, 48.5110982891], [2.8645054805, 48.5118751562], [2.8538721838, 48.5107308792], [2.8441108074, 48.5101886195], [2.8441140672, 48.5104584996], [2.8443379644, 48.5125701195], [2.8451927745, 48.5156235224], [2.8453291356, 48.5157577377], [2.8446544201, 48.5158953934], [2.8387558893, 48.5160098806], [2.8343589528, 48.5161279764], [2.8334120361, 48.5162669878], [2.8265339342, 48.5185879637], [2.820672035, 48.5213535681], [2.8179752629, 48.5223084197], [2.8156136786, 48.5230379359], [2.8110874406, 48.5239097161], [2.8064846293, 48.5238384421], [2.8021456638, 48.5227545046], [2.8003699075, 48.5210756201], [2.7996264553, 48.5210788671], [2.7971929401, 48.5214471658], [2.7959096015, 48.5216860565], [2.7940884301, 48.5223225164], [2.7918645763, 48.523409832], [2.7914954176, 48.5242943696], [2.7924922761, 48.5266584021], [2.7925473544, 48.5295110497], [2.7927019968, 48.5318484098], [2.7964648796, 48.5317910416], [2.7984445722, 48.5315713204], [2.8001904366, 48.5315742674], [2.8022273246, 48.5316253505], [2.8019619511, 48.5326756083], [2.8034496897, 48.5325341457], [2.8061555938, 48.5322543238], [2.8090602069, 48.5317030889], [2.8130423065, 48.5305543672], [2.8258263316, 48.529828038], [2.8324057862, 48.52989057], [2.8365207099, 48.5285019618], [2.8411061878, 48.5268421685], [2.842319804, 48.5263427214], [2.8492755444, 48.5249187211], [2.8540530362, 48.5289439792], [2.8543247693, 48.5291224278], [2.8549396501, 48.5296143461], [2.8581452484, 48.5322071798], [2.8597296603, 48.5348519938], [2.8594535075, 48.5398424621], [2.8591258493, 48.540788416], [2.8581355319, 48.5433096134], [2.8576011578, 48.544031323], [2.8569979208, 48.5446629908], [2.8559289754, 48.546151373]]]}";48.5303101744,2.86240904166
77110;Chenou;11;77;315.0;313.0;13.74;14.0;13.0;124.0;0.0;2.0;154.387096774;124.0;20.2580645161;10.1290322581;112.818725197;121.0;;25008.8888889;;49.4394891973;26.0139850123;46.1169265131;193.685119011;12.2501327509;144.851493255;30.0;10.0;1.0;5.0;11.0;1.0;3.0;11.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.6486150564, 48.1859526578], [2.649085565, 48.185817286], [2.6517675846, 48.1845510958], [2.6670215529, 48.1835648155], [2.6739222337, 48.1797238866], [2.6760240538, 48.1772677859], [2.6780605361, 48.1751255012], [2.6796621476, 48.1734580019], [2.6840025779, 48.1690839941], [2.6841360203, 48.1690384606], [2.6835247788, 48.1680065315], [2.6803410708, 48.1641944139], [2.679189829, 48.1628487567], [2.6733084283, 48.1610671716], [2.6690945634, 48.1587275869], [2.6676487199, 48.1576725281], [2.6669636593, 48.15604911], [2.6660162496, 48.1510469867], [2.6647599439, 48.1443216798], [2.6646247148, 48.1442322119], [2.663549656, 48.1441445667], [2.6556225206, 48.1441216949], [2.6530503105, 48.1441438535], [2.6501968652, 48.1444035787], [2.6494275665, 48.1444381886], [2.6434983983, 48.1464018573], [2.6395935557, 48.1487952485], [2.6357360112, 48.1520785865], [2.630592042, 48.1544444459], [2.6261928751, 48.155258436], [2.6230375735, 48.1577634202], [2.620739034, 48.161719793], [2.6224268781, 48.1670017719], [2.6234336727, 48.166909607], [2.6273168435, 48.1695979998], [2.6306622983, 48.1736352045], [2.6386202032, 48.1780662321], [2.6452522386, 48.1857824367], [2.6470699953, 48.1860020384], [2.6486150564, 48.1859526578]]]}";48.1653273404,2.65222667712
77119;Clos-Fontaine;11;77;270.0;265.0;5.97;17.0;2.0;100.0;3.0;3.0;107.0;100.0;6.0;1.0;94.9484018638;100.0;;23338.0952381;;17.9283018652;9.9572824866;27.6810659225;182.941410291;11.7481485233;134.38430924;22.0;5.0;1.0;4.0;8.0;0.0;4.0;4.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9937632351, 48.6077613556], [2.9936643172, 48.6069355966], [2.9954167915, 48.6066775163], [2.9968599392, 48.6073584954], [2.9995306586, 48.6104546588], [3.0047845056, 48.612728527], [3.0088109757, 48.6143249263], [3.0175107181, 48.6143428545], [3.0188915639, 48.6139234723], [3.0309830307, 48.6099756867], [3.0335569789, 48.6090026162], [3.0361171842, 48.6079089586], [3.036385565, 48.6076372238], [3.0371343925, 48.6020285109], [3.0366141349, 48.5950501918], [3.0356758315, 48.5932109506], [3.0334160825, 48.59439538], [3.0220857561, 48.5933824589], [3.0186983694, 48.593356953], [3.0149028203, 48.593334101], [3.0141583704, 48.5933827662], [3.0024763205, 48.5975933486], [2.9879605121, 48.6018996652], [2.9877570839, 48.6018555681], [2.9876972502, 48.6025302003], [2.9875771326, 48.6057576523], [2.9895312906, 48.6075154915], [2.9928083306, 48.607710929], [2.9937632351, 48.6077613556]]]}";48.6035079488,3.01530524677
77126;Congis-sur-Thérouanne;11;77;1764.0;1765.0;15.12;109.0;51.0;613.0;22.0;12.0;678.0;613.0;25.0;40.0;513.0;625.0;;24165.2380952;;319.581118878;286.87087491;323.426155172;1175.0;93.0;868.0;103.0;4.0;7.0;15.0;68.0;16.0;9.0;14.0;3.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9483482058, 49.0117413838], [2.94725553, 49.0122120852], [2.9455761586, 49.0129127048], [2.9429492328, 49.0137720106], [2.9412770977, 49.0164399978], [2.9410820008, 49.0197066473], [2.9415009132, 49.0204235026], [2.9421336384, 49.0219029669], [2.9427840175, 49.0235245049], [2.945777373, 49.0270605723], [2.9468893263, 49.0267769287], [2.9477397246, 49.0268708165], [2.9508147917, 49.0269899079], [2.9512934113, 49.0269424465], [2.9536037773, 49.025933583], [2.9596941595, 49.0237903367], [2.9651412138, 49.0240312239], [2.9671709486, 49.0250991238], [2.9696226444, 49.0272425139], [2.9702522547, 49.0285419838], [2.9711040634, 49.0311435091], [2.9712460812, 49.031502314], [2.9733616647, 49.0313112777], [2.9800665615, 49.030826124], [2.9803400365, 49.0308702287], [2.9838430261, 49.0322887498], [2.983979776, 49.0322878689], [2.9843819828, 49.0317466189], [2.9895928982, 49.0277197724], [2.993633739, 49.0257337682], [3.0002556792, 49.0236271562], [3.0090521019, 49.0202782575], [3.0103831934, 49.0175662057], [3.0113932491, 49.0164816942], [3.0128925641, 49.0149816962], [3.0136921895, 49.0146264279], [3.0134801717, 49.0141336961], [3.0136810403, 49.0138180577], [3.0133364849, 49.0135501378], [3.0112156324, 49.0106315789], [3.0052591362, 49.0027577272], [2.9956148731, 48.9947539574], [2.9945203552, 48.994225179], [2.9906889516, 48.9928401635], [2.9883742682, 48.9924047449], [2.9855799661, 48.992108602], [2.9849500702, 48.9919961236], [2.9820739488, 48.9913375075], [2.9804329609, 48.9911214409], [2.9751067109, 48.991060207], [2.9730584538, 48.9910714543], [2.9683386046, 48.991501023], [2.9672480538, 48.9917309278], [2.9664347641, 48.992139843], [2.9648079886, 48.9931905513], [2.9641338211, 48.9939133144], [2.9636646119, 48.9946343371], [2.9608953713, 49.0028270046], [2.9556773231, 49.010726428], [2.9549194951, 49.0113591773], [2.9538336154, 49.0119495338], [2.9521326104, 49.0124973744], [2.9509706754, 49.0125031998], [2.949877219, 49.0123741638], [2.9491228662, 49.0121535445], [2.9483482058, 49.0117413838]]]}";49.0118763897,2.9787531166
77130;Coulommes;11;77;413.0;409.0;3.68;27.0;15.0;159.0;11.0;1.0;182.12568306;159.0;3.01639344262;20.1092896175;132.018270782;159.0;;24182.3333333;;52.8890512298;33.9782534386;43.1139723266;283.749151478;23.0665191671;222.848165502;37.0;7.0;3.0;6.0;19.0;5.0;2.0;6.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9347294821, 48.9016589582], [2.9363006858, 48.9007074615], [2.9408735924, 48.8953374636], [2.9423425305, 48.8928579364], [2.942679845, 48.8924516185], [2.9432215801, 48.8921793911], [2.9432847075, 48.8918197041], [2.9431053026, 48.8862619776], [2.9438418822, 48.8822811304], [2.9439074782, 48.8821462661], [2.9427460697, 48.8818372563], [2.9409586152, 48.8804982281], [2.9406115835, 48.879916208], [2.9400017873, 48.8801883925], [2.9354428994, 48.8807507826], [2.9351701938, 48.8807524338], [2.9322437729, 48.8809918262], [2.9320391846, 48.8810375746], [2.9278945877, 48.882631409], [2.9226051426, 48.8854968704], [2.917288562, 48.8913423336], [2.9098376905, 48.8955438408], [2.9050925347, 48.897858541], [2.9046186574, 48.8981756131], [2.9050278542, 48.8981732404], [2.9098096398, 48.8991391741], [2.9133605511, 48.8997065474], [2.917060292, 48.9002280547], [2.9193071424, 48.9000371424], [2.9227073143, 48.8993460353], [2.9253584453, 48.8987397991], [2.9332911892, 48.9010376593], [2.9347294821, 48.9016589582]]]}";48.8916158802,2.92890230701
77132;Coupvray;11;77;2837.0;2656.0;8.09;117.0;69.0;1055.86302602;30.0;16.0;1125.09448959;1055.86302602;18.1590724123;51.0723911596;913.23237335;1055.0;78.0;28050.4;;786.234786669;663.623986138;513.641793561;1888.01604473;96.1057680498;1416.4673634;219.0;4.0;4.0;36.0;143.0;27.0;32.0;32.0;8.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.8121735981, 48.8880292928], [2.812032516, 48.887445427], [2.8108559911, 48.8854732098], [2.8074478171, 48.8815315339], [2.8045899964, 48.8782174622], [2.80383256, 48.8773223128], [2.8036251396, 48.8770081146], [2.8027351487, 48.8765623935], [2.8024597694, 48.8761950219], [2.800462, 48.8677543702], [2.8002127523, 48.862722277], [2.7999401372, 48.8627236203], [2.786366087, 48.8602585051], [2.7863808924, 48.8619663413], [2.786590584, 48.8626843724], [2.7882678794, 48.8675319735], [2.7889671875, 48.8695512701], [2.7851221534, 48.8740239018], [2.7777518244, 48.8804324011], [2.7772144551, 48.8814224361], [2.7771470611, 48.8815581056], [2.7824271812, 48.8892766244], [2.781636235, 48.8964245783], [2.7787186795, 48.8980532353], [2.7779059752, 48.8986398669], [2.7762140263, 48.9000486021], [2.7750686375, 48.9015356782], [2.7750010213, 48.9017154088], [2.7772570744, 48.9023815011], [2.779032606, 48.9028236419], [2.7898476804, 48.9050688372], [2.8009673525, 48.9074583407], [2.8013923075, 48.9076371038], [2.8019310217, 48.9069608363], [2.8036830126, 48.9046984254], [2.8038772055, 48.9034838096], [2.8038550114, 48.9024954582], [2.8034119507, 48.8988121485], [2.8070983389, 48.8934223946], [2.8116281067, 48.8880311338], [2.8121735981, 48.8880292928]]]}";48.8861044519,2.79360981726
77140;Coutençon;11;77;298.0;289.0;6.23;12.0;8.0;107.80887372;3.0;0.0;130.15262372;107.80887372;22.34375;0.0;90.5187713311;103.0;;23203.5;;28.2271483524;19.0736806981;27.2551231832;198.327645051;12.204778157;159.679180887;18.0;1.0;0.0;3.0;11.0;3.0;3.0;5.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9931250304, 48.4890566987], [2.9933266896, 48.4889658507], [2.994669284, 48.488149082], [3.0024627227, 48.4814480379], [3.0076487108, 48.4772331619], [3.0179204191, 48.4716904606], [3.0189971896, 48.4713250508], [3.0194623471, 48.4706925482], [3.0186478428, 48.4704722739], [3.0162043435, 48.4697223554], [3.011099715, 48.4680433638], [3.0102591887, 48.4658006993], [3.0111123488, 48.463817868], [3.0115734174, 48.4629164073], [3.0117735615, 48.4626905835], [3.0125106537, 48.4622371006], [3.0129136873, 48.462009454], [3.0137004322, 48.460117467], [3.0137652976, 48.459891655], [2.9969286172, 48.4539639049], [2.9959657029, 48.4536993866], [2.9952474771, 48.4546475635], [2.9943181997, 48.4559564742], [2.9935890713, 48.4570836637], [2.9931926846, 48.4578501191], [2.9946791274, 48.4577971174], [2.9944936886, 48.4591465402], [2.9942419478, 48.4606318006], [2.9938941974, 48.4617509092], [2.9933894891, 48.4631398925], [2.9928604095, 48.4644973841], [2.9887457094, 48.4697067347], [2.9871083879, 48.4712664963], [2.9859703724, 48.4721713765], [2.984495431, 48.4731013908], [2.9781072756, 48.4786878545], [2.9744696869, 48.4853379035], [2.9740702345, 48.4858343972], [2.9800655404, 48.4884093125], [2.9846707511, 48.4889236675], [2.9899460474, 48.4889845043], [2.9908826993, 48.4881695425], [2.9911520172, 48.4881236833], [2.9931250304, 48.4890566987]]]}";48.4732239667,2.99643814493
77154;Dammartin-sur-Tigeaux;11;77;1045.0;913.0;9.04;67.0;21.0;393.0;26.0;1.0;436.105263158;393.0;17.4473684211;25.6578947368;352.709837456;386.0;;24536.3636364;;163.929925191;116.855385783;93.2767871284;678.607288795;31.6533151029;560.496338478;73.0;4.0;4.0;19.0;33.0;5.0;13.0;18.0;2.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.8694433562, 48.7914646268], [2.8698704855, 48.7932152737], [2.8709350845, 48.7975702838], [2.8719275571, 48.8014305389], [2.8741361861, 48.8097429989], [2.8747731797, 48.8121215723], [2.8754805071, 48.8147250495], [2.8759535871, 48.8144989036], [2.8766311466, 48.8141812326], [2.8858452231, 48.810318651], [2.8987599546, 48.8079128059], [2.8988315112, 48.8082267434], [2.8986320137, 48.8085872179], [2.8982996435, 48.8093531902], [2.8982373164, 48.8098927528], [2.8982534882, 48.8113749095], [2.8985360753, 48.8124076122], [2.8988176608, 48.8132604411], [2.8992343335, 48.8139775798], [2.9000639555, 48.8152409711], [2.9003398034, 48.8155541768], [2.9034315183, 48.8182808556], [2.905800573, 48.8201345104], [2.9091025265, 48.8221183341], [2.9163806478, 48.8248693546], [2.9171309329, 48.8250002822], [2.9176756896, 48.8250429277], [2.9181523442, 48.8250855242], [2.9214199214, 48.8250922126], [2.9250876212, 48.8243768875], [2.9258330473, 48.8241039505], [2.9309074089, 48.8214629055], [2.9321171194, 48.8201991122], [2.9336574976, 48.8180343386], [2.9339250546, 48.8175380442], [2.9338991892, 48.8153813802], [2.9324486045, 48.8134784334], [2.9318954508, 48.8126498125], [2.9316875151, 48.8123367177], [2.9307816824, 48.8104979099], [2.9294734357, 48.806226984], [2.9305626229, 48.8032102592], [2.9306282136, 48.8030304244], [2.9275602768, 48.8024161374], [2.9147271321, 48.7998723589], [2.9138424345, 48.7997422156], [2.9131618038, 48.7997003522], [2.9109156295, 48.7996213536], [2.9077540789, 48.7998393005], [2.8985813586, 48.798925307], [2.8871220235, 48.7960577384], [2.8764014244, 48.793320238], [2.8743542605, 48.792700234], [2.8694433562, 48.7914646268]]]}";48.8084432829,2.90391820933
77157;Dhuisy;11;77;298.0;281.0;8.14;19.0;13.0;116.0;3.0;1.0;141.0;116.0;12.0;13.0;93.0;117.0;;24730.0;;26.9905765997;18.9905765997;21.2894808897;196.0;22.0;160.0;23.0;2.0;2.0;3.0;10.0;2.0;6.0;6.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.1504898924, 49.027405622], [3.1502298322, 49.0282610675], [3.1488385546, 49.0332856034], [3.1480280577, 49.0382383498], [3.1464841562, 49.042180401], [3.1463506232, 49.0423603972], [3.1472515216, 49.0431631512], [3.1477970024, 49.0430698671], [3.1564059629, 49.0462914649], [3.1577910305, 49.0474495743], [3.1597732131, 49.0474811224], [3.1610027882, 49.0474273293], [3.1627145575, 49.0475958638], [3.1687925192, 49.0506536188], [3.1704512829, 49.0517203779], [3.1723207645, 49.0531905333], [3.1768761008, 49.05752594], [3.1815726713, 49.0621207983], [3.1817096535, 49.0621646497], [3.181844795, 49.062073631], [3.1818254937, 49.060860705], [3.1815325567, 49.0596499896], [3.1807999455, 49.0567252464], [3.1808594747, 49.0561407056], [3.1805771388, 49.0556034349], [3.180642182, 49.0554235058], [3.1817635556, 49.052943736], [3.1821650688, 49.0523568761], [3.1890730516, 49.0525772869], [3.189962253, 49.0525713884], [3.1907569173, 49.0510379606], [3.190905742, 49.0476128156], [3.1906165595, 49.0467168083], [3.1902026447, 49.0464944716], [3.1837070768, 49.0450812028], [3.1812011096, 49.0423128781], [3.1798542409, 49.0372903401], [3.1781452356, 49.0334606083], [3.1765330297, 49.0302763064], [3.175760397, 49.0294609857], [3.1753052877, 49.0291280555], [3.1744246142, 49.0287040262], [3.1740671745, 49.0285408942], [3.1730970916, 49.0287724864], [3.1719334207, 49.0291832848], [3.1680888213, 49.0280953258], [3.1644889315, 49.0269412677], [3.1636648073, 49.0266321764], [3.1624871855, 49.0256518697], [3.1610292917, 49.0242241337], [3.1618740581, 49.0215227477], [3.1623389653, 49.020665196], [3.1630107224, 49.0199422391], [3.1622432587, 49.0189137094], [3.1609651035, 49.0158671797], [3.1560134109, 49.0130781313], [3.1518622558, 49.0113462136], [3.1497416426, 49.0111807284], [3.1494012801, 49.0111829509], [3.1469022998, 49.0130428689], [3.143481155, 49.0127062129], [3.1433460748, 49.0127971927], [3.1383686989, 49.0142687156], [3.1381701927, 49.0146744793], [3.1379763841, 49.0189080835], [3.1428001666, 49.0215721261], [3.1438323969, 49.0220591512], [3.1470632467, 49.02305513], [3.1494159224, 49.0234011085], [3.1516421221, 49.0239692989], [3.1507605205, 49.0268963465], [3.1504898924, 49.027405622]]]}";49.0352319063,3.16357441194
77162;Doue;11;77;994.0;1009.0;20.05;63.0;32.0;388.0;11.0;9.0;458.933333333;388.0;28.3733333333;42.56;339.049834959;405.0;;22644.1666667;;103.090422552;61.6868491584;110.497954919;662.692296462;57.6856036476;532.421083929;76.0;15.0;5.0;18.0;35.0;8.0;3.0;12.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.2092770789, 48.8709347981], [3.208163535, 48.8703135162], [3.1919572391, 48.8632854748], [3.1909310903, 48.8629786501], [3.188463335, 48.8620526661], [3.1872294095, 48.8615671719], [3.183103461, 48.8592146387], [3.1766240366, 48.8552160961], [3.1756597634, 48.8545933843], [3.175174157, 48.8540580986], [3.1748264992, 48.853610743], [3.174545323, 48.8530733567], [3.1736315827, 48.8512373617], [3.1734187177, 48.8507448389], [3.1731339496, 48.8499376546], [3.1732582894, 48.8492180116], [3.1734524183, 48.8485873005], [3.173443809, 48.8480477151], [3.1730386416, 48.8483207988], [3.172229205, 48.8487302623], [3.1712139957, 48.8491418135], [3.1695222556, 48.8497836452], [3.1635698185, 48.852350517], [3.1587987001, 48.8545746801], [3.1525467598, 48.858088374], [3.147616382, 48.8607376594], [3.1456547302, 48.8616052076], [3.1424044579, 48.8627953195], [3.1422682786, 48.8628413467], [3.1396897581, 48.863488295], [3.1265654679, 48.86938171], [3.1258187611, 48.8695218905], [3.124593242, 48.869530367], [3.1241875421, 48.8697574151], [3.1210094636, 48.8713515507], [3.1199379114, 48.8725271274], [3.1212294061, 48.8768191193], [3.1217243745, 48.878006599], [3.123130244, 48.8786490632], [3.1320338291, 48.8830164798], [3.1395090773, 48.8861114856], [3.1401277716, 48.8864668852], [3.1406954304, 48.8866047114], [3.1534193571, 48.8868957448], [3.1592686864, 48.8888431795], [3.16442998, 48.8917292365], [3.1658126241, 48.892933283], [3.1711884946, 48.8924014305], [3.175945704, 48.8916490204], [3.1772362791, 48.8913701344], [3.181310807, 48.8904422568], [3.1855218524, 48.8895949648], [3.1896168199, 48.8891155202], [3.1911838838, 48.8891498996], [3.1922085222, 48.8892768587], [3.192724473, 48.8916106019], [3.1929466729, 48.892687599], [3.1933139165, 48.8942571732], [3.1933858396, 48.894526845], [3.1937286639, 48.8946584869], [3.1942759043, 48.8947448317], [3.2014251793, 48.8943337343], [3.2038706735, 48.8898214303], [3.2039960474, 48.889101779], [3.2041954545, 48.8888307506], [3.2046727474, 48.8888272378], [3.2060405904, 48.8891765173], [3.2074117202, 48.8896615693], [3.2084573008, 48.8902380016], [3.2096990038, 48.8910820713], [3.2103166906, 48.8913921444], [3.212235339, 48.8920074746], [3.2142183863, 48.8923528701], [3.2159234884, 48.8924298451], [3.2166022807, 48.8923350925], [3.2167313316, 48.891884312], [3.2169017107, 48.8898965586], [3.2168296759, 48.8896277992], [3.2166880912, 48.8893591655], [3.2139168726, 48.8866833391], [3.2117905963, 48.8866088799], [3.2076223159, 48.8850181237], [3.2060395602, 48.8809892848], [3.2054635363, 48.8791053317], [3.2053146386, 48.8783429757], [3.2054475437, 48.8781619871], [3.205510561, 48.877892087], [3.2059053002, 48.8770352685], [3.2087423095, 48.8715229827], [3.2088750049, 48.8712970239], [3.2092770789, 48.8709347981]]]}";48.8745746739,3.16889270102
77173;Étrépilly;11;77;883.0;848.0;13.18;65.0;25.0;309.0;5.0;5.0;335.0;309.0;4.0;22.0;247.054420333;291.0;;23500.8;;102.492569978;82.5254092671;78.3093073449;594.439401736;39.1555805579;498.173475965;55.0;8.0;3.0;8.0;29.0;6.0;7.0;10.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9409617461, 49.0713697973], [2.9410985488, 49.0714139223], [2.9413785808, 49.0718708225], [2.9420306009, 49.0750127298], [2.942591756, 49.0774685406], [2.9453265356, 49.0773349453], [2.9477177279, 49.077235306], [2.9503544213, 49.0780258646], [2.951078151, 49.0783588412], [2.9537928951, 49.0792338737], [2.9563726709, 49.0779499749], [2.957119025, 49.0774512236], [2.957864105, 49.0768184957], [2.9553104186, 49.0749356805], [2.9516494495, 49.0718996702], [2.9495602742, 49.0698883323], [2.9481741908, 49.0683232345], [2.9461548803, 49.0651879286], [2.9461523302, 49.0650080983], [2.9462081366, 49.0639741047], [2.9462753244, 49.0638392627], [2.9489295442, 49.062792014], [2.9527454154, 49.0616408668], [2.9527441291, 49.0615509514], [2.9526731432, 49.0613710936], [2.9507817535, 49.0575174721], [2.9510908137, 49.0475090825], [2.9466143396, 49.0375615059], [2.9455100758, 49.0289945834], [2.9468893263, 49.0267769287], [2.945777373, 49.0270605723], [2.9427840175, 49.0235245049], [2.9421336384, 49.0219029669], [2.9415009132, 49.0204235026], [2.9393210306, 49.0209286615], [2.928705721, 49.0222041641], [2.9201356254, 49.0232795871], [2.916789769, 49.023386116], [2.9163112231, 49.023388481], [2.9145462982, 49.0182744744], [2.9076585126, 49.0206890832], [2.9051083612, 49.0216222465], [2.9013980043, 49.0229203752], [2.9010574702, 49.0229668526], [2.9004468957, 49.0233736777], [2.899834009, 49.0235566012], [2.8982014157, 49.0242925575], [2.8980056414, 49.0244209743], [2.8987552256, 49.0249638151], [2.9034513836, 49.0318697751], [2.9031674046, 49.0396896443], [2.9031036516, 49.040139177], [2.9037614899, 49.0401540926], [2.9115025034, 49.0426759148], [2.9160911366, 49.0453623151], [2.9196139303, 49.0485072956], [2.9218114524, 49.0535341429], [2.9250681594, 49.0558704253], [2.9302359745, 49.056567684], [2.9333458778, 49.0575333417], [2.9344515536, 49.0595408569], [2.9349476719, 49.0610660854], [2.9355734806, 49.0650586393], [2.9408921049, 49.071234892], [2.9409617461, 49.0713697973]]]}";49.0425610412,2.93051273873
