ID_BVOTE;SCRUTIN;ANNEE;TOUR;DATE;NUM_CIRC;NUM_QUARTIER;NUM_ARROND;NUM_BUREAU;NB_PROCU;NB_INSCR;NB_EMARG;NB_VOTANT;NB_BL;NB_NUL;NB.EXPRIM;DUPONT-AIGNAN Nicolas;LE PEN Marine;MACRON Emmanuel;HAMON Benoît;ARTHAUD Nathalie;POUTOU Philippe;CHEMINADE Jacques;LASSALLE Jean;MÉLENCHON Jean-Luc;ASSELINEAU François;FILLON François;geo_shape;geo_point_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-72;Présidentielle;2017;1;2007-04-23;6;80;20;72;78;1591;1283;1283;19;7;1257;15;57;302;197;5;15;1;8;555;7;95;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3902347343", 48.8716257324], [2.3903166889, 48.8717511036], [2.3914161675, 48.8714886483], [2.3903910795, 48.8708732564], [2.3901879116, 48.8697162951], [2.3906410601, 48.8693950333], [2.3888938853, 48.8692896946], [2.3883519851, 48.8699076637], [2.3845394908, 48.8701093904], [2.3843836766, 48.8701906813], [2.3834981124, 48.8700469784], [2.38309294, 48.8699501178], [2.3840353236, 48.8706107166], [2.3861402314, 48.8705258733], [2.3883660193, 48.8710206111], [2.3890373754, 48.8716934267], [2.3893219011, 48.8718061165], [2.3902347343," 48.8716257324]]]}"";48.8705001174",2.388312935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-56;Présidentielle;2017;1;2007-04-23;13;57;15;56;64;1538;1289;1289;15;4;1270;22;64;485;97;3;8;2;6;173;10;400;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2980629481", 48.8367445074], [2.3008305784, 48.8359551654], [2.3006969292, 48.835499434], [2.3009241702, 48.8354206727], [2.3004410962, 48.8348494678], [2.3001673036, 48.8348628406], [2.299182799, 48.8339550672], [2.2989693934, 48.8340558609], [2.2985852477, 48.8336558035], [2.2957477073, 48.8345661956], [2.2967473246, 48.835615405], [2.2973322871, 48.8362116579], [2.2980629481," 48.8367445074]]]}"";48.835206116",2.298428637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-58;Présidentielle;2017;1;2007-04-23;13;57;15;58;94;1488;1270;1270;10;4;1256;28;56;540;107;4;6;2;3;140;9;361;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3002270529", 48.8385774989], [2.3012429294, 48.8377175009], [2.3009645069, 48.8374711648], [2.3010779781, 48.8372732646], [2.3011136597, 48.8369039009], [2.3027443189, 48.8357557481], [2.3025875636, 48.8354519484], [2.3027248311, 48.8354144232], [2.3023202365, 48.8348368605], [2.3020730352, 48.8349025377], [2.301493976, 48.8347659892], [2.3006345944, 48.8350652291], [2.3009349555, 48.8354220021], [2.3007015076, 48.8355036812], [2.3008450342, 48.8359577966], [2.2991538448, 48.836440679], [2.3000157455, 48.8370923716], [2.2989365875, 48.8378499762], [2.3002270529," 48.8385774989]]]}"";48.8365514857",2.300859062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-89;Présidentielle;2017;1;2007-04-23;13;58;15;89;63;1325;1156;1156;8;4;1144;21;57;405;70;1;4;1;9;128;5;443;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2912673759", 48.840943095], [2.29093733, 48.8407425739], [2.2904623564, 48.8401880148], [2.2889840006, 48.8407773363], [2.2888201571, 48.8406764324], [2.2886057593, 48.8407672803], [2.287914044, 48.841090172], [2.2876361724, 48.8412506369], [2.2889096019, 48.8416405193], [2.2884043662, 48.8419478403], [2.2894985594, 48.8425830611], [2.2898383882, 48.8424377664], [2.2904721545, 48.8421259468], [2.2913587552, 48.8414082191], [2.2912673759," 48.840943095]]]}"";48.8413677827",2.289735871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-90;Présidentielle;2017;1;2007-04-23;13;58;15;90;89;1552;1340;1340;15;4;1321;25;73;502;97;1;4;0;9;147;5;458;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2894572156", 48.8450175608], [2.2904101528, 48.8446119469], [2.2908640793, 48.8444393287], [2.291491584, 48.8442351601], [2.2949911744, 48.8428697455], [2.2948413048, 48.8427075011], [2.291271968, 48.8409415814], [2.2913610487, 48.8414097354], [2.2904845198, 48.8421240082], [2.2917844931, 48.8426854866], [2.291765458, 48.8434262876], [2.2897812263, 48.8446268389], [2.2895583199, 48.8449024672], [2.2894251277, 48.8449690694], [2.2890422347, 48.8445280608], [2.2886289357, 48.8446778667], [2.2894572156," 48.8450175608]]]}"";48.8428284683",2.292289418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-31;Présidentielle;2017;1;2007-04-23;14;63;16;31;68;1362;1170;1170;9;2;1159;15;44;314;38;0;1;0;5;63;3;676;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2717025693", 48.8494819165], [2.2732028111, 48.8484433887], [2.2732189212, 48.8482274426], [2.2738473582, 48.8479212734], [2.2731620592, 48.8472974087], [2.2708197549, 48.8465750667], [2.2701068743, 48.84688117], [2.2703013655, 48.84746297], [2.2695647962, 48.8476770531], [2.2701372074, 48.8481987499], [2.271049643, 48.8483286187], [2.2717025693," 48.8494819165]]]}"";48.8478515408",2.271714071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-54;Présidentielle;2017;1;2007-04-23;4;64;16;54;65;1389;1163;1164;7;1;1156;10;34;301;26;0;1;0;4;57;3;720;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2804709759", 48.8722399245], [2.2802060004, 48.8728109929], [2.2810924159, 48.8734112447], [2.2791838489, 48.8746835729], [2.2770877674, 48.8759745652], [2.2775323888, 48.8778982998], [2.2781662053, 48.8781248629], [2.2797851744, 48.878608508], [2.2832911196, 48.877443726], [2.2844907037, 48.8727029488], [2.2804709759," 48.8722399245]]]}"";48.8755818778",2.281000487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-25;Présidentielle;2017;1;2007-04-23;3;68;17;25;59;1615;1360;1360;12;4;1344;30;98;448;136;3;13;4;3;383;9;217;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3171296676", 48.8903375541], [2.3113833947, 48.8934498879], [2.3135635514, 48.8943794033], [2.3148134062, 48.8939704186], [2.3160382286, 48.8932074893], [2.3160886826, 48.8928922824], [2.3184793932, 48.8916318189], [2.3171296676," 48.8903375541]]]}"";48.8924993353",2.315081712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-44;Présidentielle;2017;1;2007-04-23;4;67;17;44;86;1504;1333;1335;1;2;1332;17;40;407;49;0;4;1;3;60;4;747;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3041993566", 48.8821251039], [2.3043628335, 48.8821661942], [2.304500578, 48.8821110044], [2.3064010254, 48.881376009], [2.3075818793, 48.8819952727], [2.3086780422, 48.8808286938], [2.3099875078, 48.8807500411], [2.3099933987, 48.8805704424], [2.3090398241, 48.8804351502], [2.3029061496, 48.8791548224], [2.3036072292, 48.879714823], [2.3028857423, 48.880371875], [2.3037992557, 48.8808369415], [2.3027186462, 48.8817190304], [2.3041993566," 48.8821251039]]]}"";48.880763589",2.305663153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-48;Présidentielle;2017;1;2007-04-23;4;67;17;48;70;1313;1147;1147;4;4;1139;9;39;328;40;2;0;0;1;62;2;656;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.300896356", 48.8817406452], [2.3019417644, 48.8832026837], [2.3048017286, 48.8838016479], [2.3072492436, 48.8832077024], [2.3055757546, 48.8818411048], [2.3065419152, 48.8814909742], [2.3063970765, 48.881405994], [2.3043949223, 48.8821947067], [2.3011703357, 48.8813301749], [2.300896356," 48.8817406452]]]}"";48.8826532658",2.303949886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-64;Présidentielle;2017;1;2007-04-23;4;66;17;64;81;1453;1267;1267;3;2;1262;17;39;384;55;1;2;2;1;83;3;675;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2890182318", 48.8757502827], [2.2889168935, 48.8759337374], [2.2913388521, 48.8768488732], [2.2904349186, 48.8777704488], [2.2915165161, 48.8781104253], [2.2922086295, 48.8770927657], [2.2924517662, 48.8773913683], [2.2939489665, 48.8784616493], [2.2940831914, 48.8776663246], [2.2933812625, 48.8776766365], [2.2930176271, 48.8774400538], [2.2934944999, 48.8758354722], [2.2941120757, 48.8752585231], [2.2932593244, 48.8748743473], [2.2929797179, 48.8744638574], [2.2890182318," 48.8757502827]]]}"";48.8762188774",2.291894601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-68;Présidentielle;2017;1;2007-04-23;17;71;18;68;66;1268;1037;1037;11;7;1019;13;55;292;138;4;13;1;6;415;13;69;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3514872981", 48.8904523004], [2.3516533797, 48.8910744645], [2.3533121326, 48.8903175802], [2.3534056693, 48.8897959598], [2.3535918819, 48.8897090266], [2.353691743, 48.8886150574], [2.3536640075, 48.8883552479], [2.3536500402, 48.8879290633], [2.353511741, 48.8877535956], [2.3535188582, 48.8883735021], [2.351694001, 48.8881845971], [2.35157653, 48.8883031248], [2.3516111098, 48.888369213], [2.3516631837, 48.8891577647], [2.3514872981," 48.8904523004]]]}"";48.8894467242",2.352525695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-8;Présidentielle;2017;1;2007-04-23;17;76;19;8;38;1377;1002;1004;14;8;982;21;80;246;138;3;11;2;5;308;10;158;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3703057562", 48.8779972171], [2.3706587803, 48.8783152135], [2.3713422419, 48.8790344717], [2.373516785, 48.8781926324], [2.3741739155, 48.8782756784], [2.3740408139, 48.8777483995], [2.3740921612, 48.8771570124], [2.3737779187, 48.8767771012], [2.373201576, 48.8764890751], [2.3728360353, 48.8767731357], [2.3721528949, 48.8764936776], [2.3703057562," 48.8779972171]]]}"";48.877709398",2.372348312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-9;Présidentielle;2017;1;2007-04-23;16;76;19;9;61;1628;1308;1308;13;5;1290;27;51;418;170;3;11;1;5;385;16;203;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3741649773", 48.877165721], [2.3742986219, 48.8769289594], [2.3745204884, 48.8767242654], [2.3747540252, 48.8765850463], [2.3752942584, 48.8767610274], [2.3769543637, 48.8765528873], [2.3768140905, 48.8762909478], [2.3764321934, 48.8754065057], [2.3760503352, 48.8745553852], [2.3756386901, 48.8741686738], [2.3753188641, 48.8741472569], [2.375140428, 48.8738013841], [2.3721232376, 48.876420813], [2.3728226178, 48.876736407], [2.3731896594, 48.8764348307], [2.3737911042, 48.8767432721], [2.3741649773," 48.877165721]]]}"";48.8756719342",2.3747839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-21;Présidentielle;2017;1;2007-04-23;16;75;19;21;45;1565;1284;1284;11;4;1269;21;62;320;182;3;11;0;4;437;9;220;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3902705551", 48.8880225573], [2.3949597877, 48.8892198256], [2.3951109484, 48.8888559425], [2.3948907638, 48.8879862511], [2.3940373965, 48.8869835663], [2.3941388729, 48.8862577571], [2.3938973871, 48.8863052414], [2.3936811556, 48.8862890012], [2.3934857236, 48.886319268], [2.3933359425, 48.8862644895], [2.3901166913, 48.8859917826], [2.3900377669, 48.8860795843], [2.390669656, 48.886629436], [2.3902705551," 48.8880225573]]]}"";48.8874987804",2.392640865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-34;Présidentielle;2017;1;2007-04-23;16;75;19;34;39;1248;1026;1026;14;7;1005;24;61;341;132;7;5;0;12;275;6;142;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3969288956", 48.8781884682], [2.3957228295, 48.8777049104], [2.3953124877, 48.8776054363], [2.3953094234, 48.8780611462], [2.3961240862, 48.8792427176], [2.3963944946, 48.8796745492], [2.3965823515, 48.880398834], [2.3967446115, 48.8804017787], [2.3964653574, 48.8794284237], [2.3980963412, 48.8794362954], [2.3977855603, 48.8783707695], [2.3969288956," 48.8781884682]]]}"";48.8787243775",2.396669986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-36;Présidentielle;2017;1;2007-04-23;16;75;19;36;38;1360;1046;1045;7;7;1031;17;75;262;142;5;13;1;4;340;6;166;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4001481542", 48.8784449207], [2.4000010285, 48.8783688369], [2.398789362, 48.8782337004], [2.39846037, 48.8781940512], [2.3979045328, 48.8781572974], [2.3979155311, 48.8769910004], [2.3952508645, 48.8760166812], [2.3947015256, 48.8762220411], [2.3953054676, 48.8773855822], [2.395305716, 48.8775975619], [2.3957290199, 48.8777036606], [2.3969301496, 48.8781828008], [2.3978849454, 48.8783856663], [2.3992118998, 48.8787237591], [2.4001033568, 48.8785655151], [2.4001481542," 48.8784449207]]]}"";48.8773721671",2.396817368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-38;Présidentielle;2017;1;2007-04-23;16;75;19;38;46;1366;1073;1073;8;6;1059;26;55;279;148;3;13;2;7;388;11;127;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4016078694", 48.8786194292], [2.4017045107, 48.8780827174], [2.4018183116, 48.8776217328], [2.4017525176, 48.8775519808], [2.4018610399, 48.877003627], [2.3999767574, 48.876967725], [2.3996405161, 48.876058145], [2.3993129977, 48.8756040504], [2.3989397383, 48.8755129486], [2.3979406483, 48.8754936417], [2.3979077924, 48.8781518724], [2.3984491721, 48.8781897724], [2.3987798049, 48.8782311848], [2.4000062807, 48.8783641348], [2.4001481517, 48.8784429443], [2.4002765804, 48.8781048837], [2.4003062146, 48.8778439634], [2.4016078694," 48.8786194292]]]}"";48.8771685381",2.399512762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-70;Présidentielle;2017;1;2007-04-23;17;73;19;70;38;1291;999;999;16;3;980;14;66;306;154;3;13;1;3;307;8;105;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3728594968", 48.8851718691], [2.3702719739, 48.883867207], [2.3688553696, 48.8838801303], [2.3687099912, 48.8840011244], [2.3684507733, 48.8841179793], [2.3681598896, 48.8841639392], [2.3667052267, 48.8842728177], [2.3673114827, 48.8850116288], [2.3692712225, 48.8866902948], [2.3695235812, 48.8866527662], [2.370893023, 48.8857480482], [2.3721143279, 48.8858442599], [2.3728594968," 48.8851718691]]]}"";48.8850786355",2.369721756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-26;Présidentielle;2017;1;2007-04-23;15;78;20;26;74;1363;1103;1103;9;2;1092;11;69;284;152;4;13;2;4;412;7;134;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4039881161", 48.8634860341], [2.4043604998, 48.86445438], [2.403351853, 48.8658172136], [2.4035368035, 48.8662072373], [2.404803196, 48.8655107478], [2.4050212168, 48.8650917339], [2.4055953285, 48.8647138813], [2.4076465452, 48.8637455639], [2.4063402927, 48.8623685776], [2.4059183528, 48.8625271789], [2.4049934647, 48.862815809], [2.4045224643, 48.8630507459], [2.4039881161," 48.8634860341]]]}"";48.8640007382",2.405372564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-27;Présidentielle;2017;1;2007-04-23;15;78;20;27;83;1357;1105;1105;11;2;1092;22;48;375;152;4;6;2;4;297;9;173;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4076466329", 48.8703494873], [2.4074056908, 48.8702389287], [2.4083502248, 48.8693839577], [2.4075850158, 48.8693685493], [2.4062478418, 48.8686455032], [2.4061733744, 48.8685930343], [2.4061707007, 48.8685392767], [2.4058220904, 48.8682968933], [2.4057158146, 48.8682706422], [2.4055951687, 48.8681856352], [2.4056790151, 48.8675209992], [2.4054183186, 48.8676028852], [2.4048547885, 48.867949495], [2.4042753178, 48.8685671079], [2.4049320947, 48.8689535708], [2.4043457245, 48.8702734929], [2.4043758595, 48.8710057948], [2.4040410112, 48.8713030151], [2.404387155, 48.8717050035], [2.405639639, 48.8720612817], [2.4076466329," 48.8703494873]]]}"";48.8700005947",2.405796972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-43;Présidentielle;2017;1;2007-04-23;15;77;20;43;58;1705;1439;1439;13;7;1419;35;55;440;207;6;13;1;12;466;11;173;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4022304122", 48.8565651115], [2.4026358592, 48.8568263851], [2.4039021769, 48.8576504248], [2.4043722364, 48.8571441343], [2.4045653865, 48.8570765674], [2.4051905283, 48.8564977708], [2.4054833, 48.8561113032], [2.4054215109, 48.8558632831], [2.4065304939, 48.8527797815], [2.4059556666, 48.8526763769], [2.4055580655, 48.8539717633], [2.4030922605, 48.8545752748], [2.4038022849, 48.855037752], [2.4033523347, 48.8557337866], [2.4030199344, 48.8563844757], [2.402304524, 48.856486529], [2.4022304122," 48.8565651115]]]}"";48.8554807929",2.404510033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-74;Présidentielle;2017;1;2007-04-23;6;80;20;74;77;1613;1355;1355;7;16;1332;5;51;376;219;6;14;2;12;529;7;111;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3829145763", 48.8734011152], [2.3841668857, 48.8724977735], [2.3842548846, 48.8725530141], [2.3850045645, 48.8719190264], [2.3856736832, 48.871513721], [2.3856958644, 48.8715159439], [2.3857229106, 48.8714995762], [2.3859495287, 48.8714809983], [2.3859696883, 48.8715433897], [2.385979406, 48.8715443639], [2.3872780064, 48.8721577512], [2.3877537986, 48.8722839935], [2.3884602834, 48.8724325842], [2.3891878423, 48.8727511172], [2.3895177163, 48.8728746649], [2.3900279069, 48.8733177576], [2.3901121603, 48.8732513017], [2.3897324721, 48.8729321802], [2.3915886093, 48.8716424923], [2.3914183617, 48.8714934685], [2.3903145368, 48.8717546845], [2.3902323928, 48.8716283758], [2.3893217355, 48.8718103854], [2.3890355063, 48.8716948624], [2.388364767, 48.8710203475], [2.3861427772, 48.8705285151], [2.3844720532, 48.8705973369], [2.3835648289, 48.8719466646], [2.3832323885, 48.8719754341], [2.3829601788, 48.8726195504], [2.3826615734, 48.873289447], [2.3821050567, 48.8732015879], [2.3820719728, 48.8732645463], [2.3829145763," 48.8734011152]]]}"";48.8717474196",2.386783179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-76;Présidentielle;2017;1;2007-04-23;6;80;20;76;66;1815;1409;1410;20;8;1382;17;49;341;235;10;18;1;1;595;17;98;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.377081268", 48.8720435522], [2.3790099324, 48.8725841462], [2.3801283281, 48.872870688], [2.3820675679, 48.8732706298], [2.3821047534, 48.8731990988], [2.3826578031, 48.8732864397], [2.3829532753, 48.8726154359], [2.383213564, 48.8720130439], [2.3826625278, 48.8718759366], [2.3814131601, 48.8709811227], [2.379250391, 48.8701644208], [2.3779775947, 48.8711652803], [2.377081268," 48.8720435522]]]}"";48.8718432464",2.380279589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1-1;Présidentielle;2017;1;2007-04-23;1;1;1;1;65;1079;925;926;6;6;914;17;49;348;62;3;3;3;3;121;10;295;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3235847773", 48.8664524349], [2.3481205118, 48.8585251289], [2.3475155783, 48.8573756404], [2.3469457992, 48.8570928499], [2.345792481, 48.8553144304], [2.3445850841, 48.8541509216], [2.3427947401, 48.8549834572], [2.3409392897, 48.8566090061], [2.337602416, 48.8584350472], [2.3329495032, 48.8594016829], [2.329921598, 48.8601910083], [2.3261907682, 48.8615333509], [2.3209673765, 48.8630776661], [2.3235847773," 48.8664524349]]]}"";48.8606732626",2.33489577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1-3;Présidentielle;2017;1;2007-04-23;1;2;1;3;64;1155;957;957;9;1;947;17;56;409;77;0;3;0;12;150;13;210;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.345924975", 48.862944103], [2.348603758, 48.8623408704], [2.3484026745, 48.8619596267], [2.3490244681, 48.8618290181], [2.3492286916, 48.8621957556], [2.3495081844, 48.8621314896], [2.3495111372, 48.8613855356], [2.3491466793, 48.8607266514], [2.349372218, 48.860673301], [2.3481661995, 48.8585748587], [2.3448451363, 48.8596528003], [2.3454557457, 48.8604011564], [2.3460490081, 48.8610259208], [2.344805067, 48.8616527875], [2.345924975," 48.862944103]]]}"";48.8608431221",2.347212619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5-19;Présidentielle;2017;1;2007-04-23;2;18;5;19;71;1383;1225;1225;17;6;1202;28;37;451;126;6;7;2;12;168;10;355;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3565812146", 48.8396142925], [2.3559691105, 48.8411726506], [2.3603954882, 48.8403405047], [2.3620098385, 48.8403483965], [2.3617715003, 48.8399924279], [2.3585839379, 48.8389874441], [2.3581685453, 48.8399210172], [2.3571254888, 48.8396555643], [2.3565812146," 48.8396142925]]]}"";48.8401166655",2.358643935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7-15;Présidentielle;2017;1;2007-04-23;2;28;7;15;79;1405;1249;1249;8;2;1239;13;64;431;45;4;3;0;3;88;5;583;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3098463749", 48.8571080363], [2.3095067425, 48.8539882775], [2.3064777974, 48.8541499944], [2.3054544559, 48.8543607242], [2.3098463749," 48.8571080363]]]}"";48.8551171395",2.308229098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11-52;Présidentielle;2017;1;2007-04-23;6;42;11;52;122;1735;1495;1495;17;3;1475;19;54;595;220;3;13;2;9;335;5;220;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3848571907", 48.8526191215], [2.3862692879, 48.8529470152], [2.3865646689, 48.8504562029], [2.387426714, 48.8504425288], [2.3881917531, 48.8504489508], [2.3881886889, 48.8503551806], [2.3874315397, 48.850338712], [2.3874615164, 48.8496937912], [2.3843937894, 48.8501717157], [2.3845123711, 48.8504436215], [2.3843331289, 48.8507398866], [2.3832535605, 48.8525282407], [2.3848571907," 48.8526191215]]]}"";48.8513195205",2.385403187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-40;Présidentielle;2017;1;2007-04-23;8;45;12;40;43;1232;1066;1069;13;6;1050;30;69;401;125;2;8;1;9;198;13;194;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4009356061", 48.841185197], [2.4046215317, 48.8408779353], [2.4043670979, 48.8400774084], [2.4040585902, 48.8400549666], [2.4038974281, 48.8391538532], [2.4025567104, 48.8391201275], [2.4025634397, 48.8392584249], [2.400664672, 48.8392465396], [2.4004226958, 48.8394653636], [2.4003574301, 48.8396296327], [2.4009356061," 48.841185197]]]}"";48.8401403085",2.402401317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12-42;Présidentielle;2017;1;2007-04-23;8;45;12;42;41;1305;1096;1097;12;1;1084;27;69;373;152;6;7;3;5;218;10;214;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4059024874", 48.8382381413], [2.4085782009, 48.838975692], [2.408094182, 48.8374370123], [2.4076590005, 48.8373292092], [2.4076681803, 48.8372056894], [2.4067510186, 48.8369684921], [2.4056194888, 48.8359517353], [2.405457115, 48.8351408491], [2.4057367617, 48.8349672258], [2.4063636657, 48.8349795709], [2.4060440946, 48.8344496684], [2.4063734862, 48.8341521044], [2.4062628011, 48.8340751025], [2.4058244744, 48.8343815443], [2.405056122, 48.8342959717], [2.4038771896, 48.8336575305], [2.403654756, 48.8339008747], [2.4044948273, 48.8342199492], [2.4030942841, 48.8360738308], [2.404116008, 48.8360353169], [2.4059024874," 48.8382381413]]]}"";48.8365109931",2.405775028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
