ID_BVOTE;SCRUTIN;ANNEE;TOUR;DATE;NUM_CIRC;NUM_QUARTIER;NUM_ARROND;NUM_BUREAU;NB_PROCU;NB_INSCR;NB_EMARG;NB_VOTANT;NB_BL;NB_NUL;NB.EXPRIM;DUPONT-AIGNAN Nicolas;LE PEN Marine;MACRON Emmanuel;HAMON Benoît;ARTHAUD Nathalie;POUTOU Philippe;CHEMINADE Jacques;LASSALLE Jean;MÉLENCHON Jean-Luc;ASSELINEAU François;FILLON François;geo_shape;geo_point_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-22;Présidentielle;2017;1;2007-04-23;16;75;19;22;22;1422;1032;1032;14;5;1013;18;74;250;94;8;11;1;6;390;27;134;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3942234538", 48.8848626845], [2.3944048615, 48.8849466704], [2.3945366884, 48.8845316097], [2.3943462444, 48.8844870148], [2.3945711272, 48.8838701084], [2.3946317254, 48.8836614325], [2.3927772356, 48.8828518573], [2.391274116, 48.8843398509], [2.3919842444, 48.8846310756], [2.3942234538," 48.8848626845]]]}"";48.883996841",2.393116692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-29;Présidentielle;2017;1;2007-04-23;16;75;19;29;49;1404;1137;1134;20;9;1105;10;67;318;123;5;11;1;6;381;17;166;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3883650221", 48.8794273673], [2.3884109308, 48.8795472536], [2.3897883519, 48.8795362776], [2.3903310453, 48.8798910407], [2.3913019358, 48.8795035295], [2.3921474852, 48.8792361897], [2.3920513533, 48.8785693059], [2.3924911692, 48.8775487162], [2.3923855442, 48.8772665757], [2.3926075823, 48.8769918359], [2.3906049179, 48.8768133104], [2.3908561628, 48.8783596282], [2.3903497896, 48.8783440398], [2.3899202173, 48.8790107154], [2.3884302384, 48.8790310298], [2.3884582501, 48.8793983225], [2.3883650221," 48.8794273673]]]}"";48.8784500297",2.390965795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-53;Présidentielle;2017;1;2007-04-23;17;73;19;53;23;1431;1090;1090;19;9;1062;26;69;331;102;6;12;4;5;286;9;212;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3682152052", 48.8898317827], [2.3700349861, 48.8939994286], [2.3704370893, 48.894503267], [2.3707107488, 48.8944266804], [2.3706893971, 48.8942676553], [2.3702228819, 48.8941055269], [2.3723580761, 48.8922427656], [2.3711267703, 48.8894890407], [2.3682152052," 48.8898317827]]]}"";48.8915141124",2.370361477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-56;Présidentielle;2017;1;2007-04-23;17;73;19;56;40;1419;1084;1084;12;11;1061;17;94;273;121;7;14;1;1;366;12;155;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3692962205", 48.886712314], [2.3687474347, 48.8884497513], [2.3710355575, 48.8889050276], [2.3712913431, 48.8891991852], [2.3722114921, 48.8874589627], [2.3738725375, 48.886574294], [2.3721221636, 48.8858633521], [2.3708922221, 48.8857585906], [2.3695304055, 48.8866880411], [2.3692962205," 48.886712314]]]}"";48.8872905771",2.370981765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-58;Présidentielle;2017;1;2007-04-23;17;73;19;58;54;1571;1319;1320;11;6;1303;19;57;378;201;10;7;0;7;441;16;167;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3821249674", 48.885868213], [2.3794679597, 48.8848347574], [2.3786369959, 48.8851179443], [2.3777325583, 48.8860079821], [2.3761948109, 48.8867421672], [2.3790493507, 48.8881735161], [2.3799204814, 48.8878916507], [2.3800105392, 48.8875938254], [2.3821249674," 48.885868213]]]}"";48.8864657226",2.37923827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-16;Présidentielle;2017;1;2007-04-23;15;78;20;16;93;1542;1321;1324;15;3;1306;22;60;410;179;5;10;0;6;352;8;254;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3992276713", 48.8708090295], [2.3981250443, 48.8704785341], [2.3976235053, 48.8702959421], [2.3957978985, 48.8700984805], [2.3955917671, 48.8703456455], [2.3953975706, 48.8707134144], [2.3957584228, 48.8716294815], [2.3964426405, 48.871673867], [2.3976658055, 48.8735465776], [2.3980520993, 48.8735152444], [2.3980448167, 48.872386953], [2.3985016362, 48.8718517957], [2.3983997836, 48.8717562694], [2.3992276713," 48.8708090295]]]}"";48.8714027891",2.397252508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-54;Présidentielle;2017;1;2007-04-23;8;77;20;54;26;1491;1102;1104;20;12;1072;18;90;244;139;12;16;1;5;408;24;115;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.408554994", 48.8523426491], [2.4080066692, 48.8530070251], [2.4115754475, 48.8536484598], [2.4117124748, 48.8532041406], [2.4116263029, 48.8527729662], [2.4123416482, 48.8490719813], [2.4120816729, 48.8488420165], [2.4113846461, 48.8490090906], [2.4109337406, 48.8489558299], [2.4097975818, 48.8489030076], [2.408554994," 48.8523426491]]]}"";48.8512648245",2.41046833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-60;Présidentielle;2017;1;2007-04-23;6;79;20;60;74;1326;1116;1116;12;6;1098;21;48;376;166;4;15;0;3;308;2;155;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3998170874", 48.8622967399], [2.4000151686, 48.861681383], [2.3998463023, 48.860932449], [2.3968042922, 48.8601356571], [2.3929476157, 48.8641028983], [2.3954722187, 48.8648479531], [2.3972532467, 48.8648543565], [2.3976850817, 48.8648110371], [2.3985193586, 48.864807807], [2.3996750921, 48.8633246873], [2.3994877813, 48.8632774156], [2.3998170874," 48.8622967399]]]}"";48.8627771273",2.396967161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-63;Présidentielle;2017;1;2007-04-23;6;79;20;63;46;1420;1075;1075;20;5;1050;22;89;285;126;3;13;2;6;403;14;87;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3873006089", 48.8666319706], [2.3892210201, 48.8672927299], [2.3893395873, 48.8671791408], [2.3901040829, 48.8662176582], [2.3908341053, 48.8663288898], [2.3914480438, 48.8661015274], [2.3912251588, 48.8657766914], [2.39132088, 48.8651277385], [2.3911809417, 48.8651339869], [2.3906271496, 48.8649942391], [2.3897290321, 48.864846053], [2.38942176, 48.8643926499], [2.3889987374, 48.8646196181], [2.3882531453, 48.864950863], [2.3878287274, 48.8657124905], [2.387685471, 48.8657861642], [2.3873006089," 48.8666319706]]]}"";48.8658517572",2.389297119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-49;Présidentielle;2017;1;2007-04-23;13;57;15;49;32;1476;1115;1115;19;2;1094;31;112;324;107;7;13;1;10;272;9;208;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2911346054", 48.8313455668], [2.2927805204, 48.8307213094], [2.2958390057, 48.8298241483], [2.2963675622, 48.8300220611], [2.3009528589, 48.8291985223], [2.301049364, 48.8286786117], [2.2989524443, 48.8291240014], [2.2991766374, 48.8284664174], [2.298763359, 48.8281932818], [2.298586624, 48.8278591847], [2.3002152466, 48.8254155603], [2.292240236, 48.8271841802], [2.2888818506, 48.8285691861], [2.2911346054," 48.8313455668]]]}"";48.8284597999",2.294759219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-51;Présidentielle;2017;1;2007-04-23;13;57;15;51;68;1570;1341;1342;11;7;1324;31;83;476;126;7;4;1;6;168;15;407;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2965245256", 48.831022339], [2.2976045919, 48.8324850485], [2.2986994279, 48.8335017374], [2.3001678633, 48.834854576], [2.3004425955, 48.8348449642], [2.3006264738, 48.8350598626], [2.3014867771, 48.8347577592], [2.3020693507, 48.8348952308], [2.3023202067, 48.834830933], [2.3027281797, 48.8354122147], [2.3037995345, 48.8351120023], [2.303652369, 48.8349373909], [2.3010814698, 48.8326047849], [2.2979043279, 48.8306280891], [2.2965245256," 48.831022339]]]}"";48.8330859695",2.299941951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-77;Présidentielle;2017;1;2007-04-23;13;58;15;77;55;1496;1263;1263;10;6;1247;30;79;425;90;4;5;1;8;224;15;366;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2817002139", 48.8393607945], [2.2822677458, 48.838975496], [2.2812529544, 48.8382932812], [2.2809411754, 48.8381170167], [2.2789144857, 48.8370071148], [2.2776381721, 48.8372419541], [2.276536454, 48.8347482517], [2.2678056202, 48.8346045795], [2.267268742, 48.8346876861], [2.2630201241, 48.833923348], [2.2676681554, 48.8385442], [2.2694693976, 48.840490074], [2.2706000341, 48.8416603857], [2.2763893347, 48.8397290267], [2.2766297162, 48.8386695576], [2.2775973578, 48.8382739814], [2.2784578219, 48.8385480771], [2.2803460926, 48.8387998742], [2.2817002139," 48.8393607945]]]}"";48.8374011926",2.27208046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-42;Présidentielle;2017;1;2007-04-23;14;63;16;42;60;1242;1060;1060;7;4;1049;21;72;307;29;2;4;2;2;49;7;554;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2593874926", 48.8396307459], [2.2585649011, 48.8406593341], [2.2592296455, 48.8416319554], [2.2583215937, 48.8418685841], [2.2593317081, 48.8432131278], [2.260212834, 48.8427453345], [2.2604235281, 48.8429383414], [2.262610853, 48.8419311224], [2.2622025851, 48.8408898834], [2.2621192705, 48.8407778664], [2.260779185, 48.8411501889], [2.2603135506, 48.8404285107], [2.2599039575, 48.8402814576], [2.2593874926," 48.8396307459]]]}"";48.8416058361",2.260266279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-55;Présidentielle;2017;1;2007-04-23;4;64;16;55;98;1494;1258;1260;7;3;1250;14;53;287;27;0;1;0;4;44;3;817;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2758418179", 48.8657162813], [2.2747292074, 48.8659820098], [2.274536007, 48.8659394054], [2.2712926401, 48.8666940744], [2.2711819068, 48.8665515455], [2.2698315864, 48.8669033522], [2.2722466865, 48.8697058815], [2.2737274706, 48.8691407765], [2.2742061861, 48.8686619929], [2.2750434003, 48.8688749432], [2.2754606566, 48.8683396806], [2.2757656659, 48.868271846], [2.2770161222, 48.8677001869], [2.2758418179," 48.8657162813]]]}"";48.8675564159",2.273549987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-13;Présidentielle;2017;1;2007-04-23;3;67;17;13;75;1563;1320;1322;20;5;1297;19;56;554;98;4;6;1;4;154;6;395;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3135738954", 48.8838703506], [2.3103592079, 48.8854107875], [2.3103511578, 48.885424046], [2.3100649318, 48.8856403634], [2.3111195762, 48.8861581328], [2.3113660121, 48.8865335219], [2.3139100638, 48.8873703716], [2.3141393258, 48.8873067668], [2.3146823513, 48.8870708362], [2.3145456595, 48.8869753349], [2.3153543167, 48.8862514684], [2.3152216415, 48.8861692291], [2.3148957839, 48.886423768], [2.314710818, 48.8863667134], [2.3140834028, 48.886483284], [2.3137697904, 48.8863347052], [2.3139428707, 48.8860032289], [2.3129819451, 48.8855505905], [2.3122261462, 48.8850688144], [2.313622099, 48.8839817471], [2.3135738954," 48.8838703506]]]}"";48.8859654715",2.312548273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-30;Présidentielle;2017;1;2007-04-23;3;68;17;30;87;1377;1183;1183;8;2;1173;28;41;447;135;4;8;2;7;234;13;254;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3230178512", 48.8869760929], [2.3221875025, 48.8874902924], [2.3236379691, 48.8885854251], [2.3235037061, 48.8889006259], [2.3252141767, 48.8901727312], [2.3260277127, 48.8899018333], [2.3257511613, 48.8890335811], [2.3259859894, 48.8889617114], [2.3255502295, 48.8875736141], [2.3246192729, 48.8880546409], [2.3230178512," 48.8869760929]]]}"";48.8885556123",2.324456537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-31;Présidentielle;2017;1;2007-04-23;3;68;17;31;74;1380;1156;1156;10;1;1145;13;60;468;112;6;7;1;6;199;12;261;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3273325446", 48.8928404922], [2.3243261976, 48.8922276353], [2.3241533045, 48.8922994967], [2.3223001153, 48.8919646225], [2.3236040445, 48.8934714517], [2.322894449, 48.8936135456], [2.3243640743, 48.8944186863], [2.3250590415, 48.8942622958], [2.3252646864, 48.8935444626], [2.3274798856, 48.8933006415], [2.3273325446," 48.8928404922]]]}"";48.8931109062",2.324714753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-60;Présidentielle;2017;1;2007-04-23;4;66;17;60;63;1481;1269;1269;10;0;1259;21;37;379;54;2;2;0;6;79;11;668;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2842221206", 48.8781922462], [2.2853862987, 48.8808932932], [2.2847239217, 48.8812546821], [2.2861986561, 48.8822420565], [2.2865692967, 48.8822062383], [2.2870474619, 48.882566733], [2.2881731406, 48.8817386642], [2.2867781958, 48.8809021788], [2.2867080729, 48.8805619451], [2.2870104334, 48.8805503718], [2.2888017501, 48.881881906], [2.2897311834, 48.8819782108], [2.2896735364, 48.8809414764], [2.286802228, 48.8793615521], [2.2856309928, 48.8790684433], [2.2842221206," 48.8781922462]]]}"";48.8806948597",2.286842953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-61;Présidentielle;2017;1;2007-04-23;4;66;17;61;76;1474;1286;1286;12;1;1273;15;46;410;27;1;0;1;3;78;1;691;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2841958163", 48.8772973976], [2.2833153339, 48.8775920519], [2.2856259688, 48.8790350777], [2.2868649645, 48.8793325564], [2.2897448323, 48.8809231099], [2.2897880894, 48.8819824045], [2.291599254, 48.8822293531], [2.2916459778, 48.8821825487], [2.290924703, 48.8816429798], [2.291306167, 48.8814523395], [2.2906932989, 48.8802549834], [2.2911995541, 48.8798114575], [2.2908355335, 48.8796111335], [2.2906790304, 48.8792807759], [2.2879462874, 48.8789529142], [2.287477138, 48.8792227241], [2.2849644705, 48.8779404718], [2.2841958163," 48.8772973976]]]}"";48.8797961479",2.288512497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-9;Présidentielle;2017;1;2007-04-23;18;70;18;9;96;1605;1376;1376;21;6;1349;16;66;486;225;4;4;2;6;334;7;199;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.343133123", 48.8948035452], [2.3452717447, 48.8942318519], [2.3442971438, 48.8925389877], [2.3438829828, 48.8925950703], [2.3425187362, 48.8933728763], [2.3417760223, 48.8932759389], [2.3414897756, 48.8942119526], [2.3432262645, 48.8946245975], [2.343133123," 48.8948035452]]]}"";48.8937565717",2.343445981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-21;Présidentielle;2017;1;2007-04-23;18;70;18;21;96;1584;1344;1344;19;3;1322;13;47;500;213;3;12;1;7;347;9;170;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3469024853", 48.8834257292], [2.3452626005, 48.8831203252], [2.3444276953, 48.8839627405], [2.3432926826, 48.8843762671], [2.3440468013, 48.8857634886], [2.3441461559, 48.8862504592], [2.344956278, 48.886447799], [2.3449402185, 48.8875112815], [2.3451467714, 48.8875246196], [2.3453709604, 48.8873380503], [2.3451530059, 48.8864732264], [2.3451600912, 48.8859337218], [2.3472538154, 48.8857759434], [2.3469023039, 48.8851270034], [2.3472059135, 48.8848776225], [2.3469024853," 48.8834257292]]]}"";48.8848362533",2.345410181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-30;Présidentielle;2017;1;2007-04-23;18;69;18;30;87;1708;1472;1472;19;2;1451;25;42;586;192;3;8;2;8;305;8;272;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3274456745", 48.8835519274], [2.326088281, 48.8865245384], [2.3262567523, 48.8865473442], [2.326637049, 48.8858579584], [2.3278906153, 48.8866895902], [2.3283821988, 48.8862882695], [2.3299920636, 48.8874593265], [2.3323566406, 48.8848498175], [2.3327234928, 48.8838058508], [2.3294416482, 48.8845762474], [2.3281159047, 48.8837186489], [2.3278522121, 48.8836268399], [2.3274456745," 48.8835519274]]]}"";48.8853433033",2.329358069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-53;Présidentielle;2017;1;2007-04-23;17;71;18;53;54;1321;1067;1067;7;5;1055;23;56;314;134;6;9;4;4;382;8;115;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3593226477", 48.8950131804], [2.3596816014, 48.8927614492], [2.3574976711, 48.8911034497], [2.3570798133, 48.89033545], [2.3570107319, 48.8901826708], [2.3544558847, 48.8902977482], [2.3539287353, 48.8900642253], [2.3516553663, 48.8911038972], [2.3517126676, 48.8913561907], [2.3526642085, 48.8931736204], [2.3528171189, 48.8938368699], [2.3529435011, 48.895045535], [2.3593226477," 48.8950131804]]]}"";48.8927544328",2.355677119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-15;Présidentielle;2017;1;2007-04-23;16;76;19;15;62;1437;1254;1254;12;9;1233;10;48;430;215;4;6;0;8;355;12;145;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3854696113", 48.8740246364], [2.3853291577, 48.8740900349], [2.3856817731, 48.8742646254], [2.384526061, 48.8765802791], [2.3836143893, 48.8767160621], [2.3837961599, 48.8770936191], [2.3852881032, 48.8768844041], [2.386175024, 48.8768870604], [2.3873819636, 48.8766981114], [2.3875429617, 48.876442764], [2.3874165004, 48.8761627439], [2.3875036385, 48.8761285158], [2.38740325, 48.8758898847], [2.387381617, 48.875444555], [2.3874311653, 48.8746970606], [2.3868658269, 48.8746606211], [2.3865279791, 48.874543194], [2.3854696113," 48.8740246364]]]}"";48.8758151162",2.386013508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-44;Présidentielle;2017;1;2007-04-23;16;74;19;44;28;1489;1076;1077;22;13;1042;18;92;284;106;10;13;4;2;280;17;216;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3771510643", 48.8935399925], [2.3794032552, 48.895568136], [2.3814320738, 48.8944392781], [2.3807075509, 48.8943132907], [2.3787150745, 48.8927488471], [2.3771510643," 48.8935399925]]]}"";48.8941464991",2.379144915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-49;Présidentielle;2017;1;2007-04-23;16;74;19;49;40;1559;1227;1228;10;6;1212;15;67;331;155;3;7;1;4;462;24;143;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3801491771", 48.893079669], [2.3815546937, 48.8941977757], [2.3820762598, 48.8943084963], [2.3827398506, 48.8947147772], [2.3835943653, 48.8941270449], [2.3833687324, 48.8938676515], [2.3834687245, 48.893674175], [2.3838554079, 48.8939948347], [2.3849640784, 48.8935862682], [2.3851457156, 48.8927393212], [2.3858455887, 48.8924160639], [2.3843816306, 48.8909173375], [2.3827890681, 48.8917266164], [2.3825496771, 48.8916673104], [2.3823529071, 48.8917530939], [2.3823156109, 48.8919430847], [2.3801491771," 48.893079669]]]}"";48.8928522181",2.383148405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-52;Présidentielle;2017;1;2007-04-23;17;73;19;52;50;1501;1152;1151;13;3;1135;32;69;355;150;8;11;0;4;336;14;156;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3726797911", 48.8918799733], [2.3729449426, 48.8921496957], [2.3728943673, 48.8924471655], [2.3734614474, 48.8937020888], [2.3767085194, 48.8934808029], [2.3765530358, 48.8934428941], [2.3736283519, 48.8936147188], [2.3736212866, 48.8934992271], [2.3766230933, 48.8907972158], [2.376018429, 48.8897882363], [2.3748618499, 48.8891355783], [2.3744072774, 48.889432841], [2.3759159196, 48.8904725739], [2.3740470188, 48.8907374718], [2.3738114472, 48.8909924276], [2.3751593314, 48.8918618263], [2.3748223211, 48.8921572762], [2.3726797911," 48.8918799733]]]}"";48.8914729238",2.374753698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-24;Présidentielle;2017;1;2007-04-23;15;78;20;24;68;1500;1256;1256;8;2;1246;26;64;420;190;2;8;2;6;298;9;221;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4026975925", 48.8697634071], [2.4036031552, 48.8698266571], [2.4040397691, 48.8712961244], [2.4043679162, 48.8710092947], [2.4043404253, 48.870273496], [2.4049241494, 48.8689553234], [2.4042251708, 48.8685459514], [2.4034562053, 48.868038676], [2.4033868339, 48.8677383827], [2.4022725632, 48.8672580328], [2.4015402598, 48.8682593123], [2.401439893, 48.8683613248], [2.4021076505, 48.8690444146], [2.4026975925," 48.8697634071]]]}"";48.8689459942",2.40325589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1-8;Présidentielle;2017;1;2007-04-23;1;3;1;8;60;925;756;756;7;3;746;12;39;285;40;0;2;0;5;68;2;293;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3336787532", 48.8674948094], [2.3372385923, 48.8666658983], [2.3371866556, 48.8665955676], [2.3359348501, 48.8668996652], [2.3355875784, 48.8661880067], [2.3355918517, 48.8660830738], [2.3351541264, 48.8646100891], [2.3354039906, 48.864102896], [2.3348050075, 48.8639929967], [2.3345091991, 48.8637031608], [2.3353158486, 48.8632831888], [2.3351069204, 48.8628215255], [2.3313792806, 48.8640202683], [2.3336787532," 48.8674948094]]]}"";48.8651988338",2.333901659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3-1;Présidentielle;2017;1;2007-04-23;1;10;3;1;77;1381;1179;1181;8;5;1168;7;43;553;126;2;11;0;3;169;7;247;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3602188139", 48.8651948275], [2.3632425635, 48.8636596817], [2.3625830798, 48.8631494533], [2.3625173403, 48.8627215269], [2.3614123589, 48.8617804025], [2.3612647847, 48.8617984783], [2.3598376484, 48.8626145474], [2.358613941, 48.8632367051], [2.3583185547, 48.8633783168], [2.3589449252, 48.8640650845], [2.3595796611, 48.8646880226], [2.3596673619, 48.8647017802], [2.3602188139," 48.8651948275]]]}"";48.8634913804",2.360785962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5-7;Présidentielle;2017;1;2007-04-23;2;19;5;7;86;1509;1325;1325;9;3;1313;22;58;542;123;4;4;1;6;163;4;386;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3429680637", 48.846072768], [2.3437300656, 48.8458979474], [2.3451340649, 48.8451714652], [2.3449515469, 48.8450338222], [2.3448584065, 48.8448347186], [2.3452345015, 48.8444322906], [2.3436437768, 48.8412063218], [2.3413520441, 48.8421051436], [2.3413819149, 48.8429908152], [2.3429680637," 48.846072768]]]}"";48.8436421721",2.343268351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5-16;Présidentielle;2017;1;2007-04-23;2;18;5;16;92;1402;1225;1225;6;6;1213;12;35;483;133;3;6;3;3;232;14;289;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3493284877", 48.8377153597], [2.3499901341, 48.8391270715], [2.3497910027, 48.8397890052], [2.349815066, 48.8399863386], [2.349757549, 48.8404279353], [2.3497096076, 48.840760798], [2.3496616873, 48.841175607], [2.3496490319, 48.8413227718], [2.3496693274, 48.8414573982], [2.3504309213, 48.8406202784], [2.3510503998, 48.8404204866], [2.3517636674, 48.840708869], [2.3527942199, 48.8404408558], [2.3539228987, 48.8406562533], [2.354121655, 48.8390531206], [2.3532187564, 48.8389312092], [2.350737226, 48.8385146826], [2.3493284877," 48.8377153597]]]}"";48.8396182301",2.351648285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
